organization_id,organization_name,action,incentive_name,track_name,countries
367,GitHub,CA_INTRO,$25 Amazon Gift Card,Postpartum,"US, AU, CA, FR, DE, IT, JP, MX, SG, ES, SE, AE, GB"
367,GitHub,CA_INTRO,$25 Amazon Gift Card,Pregnancy,"US, AU, CA, FR, DE, IT, JP, MX, SG, ES, SE, AE, GB"
367,GitHub,OFFBOARDING_ASSESSMENT,$20 Amazon Gift Card,egg_freezing,"US, AU, CA, FR, DE, IT, JP, MX, SG, ES, SE, AE, GB"
367,GitHub,OFFBOARDING_ASSESSMENT,$20 Amazon Gift Card,fertility,"US, AU, CA, FR, DE, IT, JP, MX, SG, ES, SE, AE, GB"
367,GitHub,OFFBOARDING_ASSESSMENT,$20 Amazon Gift Card,postpartum,"US, AU, CA, FR, DE, IT, JP, MX, SG, ES, SE, AE, GB"
369,Magic Labs Inc,CA_INTRO,$25 Amazon Gift Card,Postpartum,"US, AU, CA, FR, DE, IT, JP, MX, SG, ES, SE, AE, GB"
369,Magic Labs Inc,CA_INTRO,$25 Amazon Gift Card,Pregnancy,"US, AU, CA, FR, DE, IT, JP, MX, SG, ES, SE, AE, GB"
369,Magic Labs Inc,OFFBOARDING_ASSESSMENT,$20 Amazon Gift Card,egg_freezing,"US, AU, CA, FR, DE, IT, JP, MX, SG, ES, SE, AE, GB"
369,Magic Labs Inc,OFFBOARDING_ASSESSMENT,$20 Amazon Gift Card,fertility,"US, AU, CA, FR, DE, IT, JP, MX, SG, ES, SE, AE, GB"
369,Magic Labs Inc,OFFBOARDING_ASSESSMENT,$20 Amazon Gift Card,postpartum,"US, AU, CA, FR, DE, IT, JP, MX, SG, ES, SE, AE, GB"
371,Variant Fund,CA_INTRO,$25 Amazon Gift Card,Postpartum,"US, AU, CA, FR, DE, IT, JP, MX, SG, ES, SE, AE, GB"
371,Variant Fund,CA_INTRO,$25 Amazon Gift Card,Pregnancy,"US, AU, CA, FR, DE, IT, JP, MX, SG, ES, SE, AE, GB"
371,Variant Fund,OFFBOARDING_ASSESSMENT,$20 Amazon Gift Card,egg_freezing,"US, AU, CA, FR, DE, IT, JP, MX, SG, ES, SE, AE, GB"
371,Variant Fund,OFFBOARDING_ASSESSMENT,$20 Amazon Gift Card,fertility,"US, AU, CA, FR, DE, IT, JP, MX, SG, ES, SE, AE, GB"
371,Variant Fund,OFFBOARDING_ASSESSMENT,$20 Amazon Gift Card,postpartum,"US, AU, CA, FR, DE, IT, JP, MX, SG, ES, SE, AE, GB"
373,Capitalize Money,CA_INTRO,$25 Amazon Gift Card,Postpartum,"US, AU, CA, FR, DE, IT, JP, MX, SG, ES, SE, AE, GB"
