balance_transaction_id,created_utc,reporting_category,charge_id,payment_method_type,card_funding,payment_metadata[bill_uuid],payment_metadata[copay_passthrough],payment_metadata[recouped_fee],refund_metadata[bill_uuid],refund_metadata[copay_passthrough],refund_metadata[recouped_fee]
txn_3Oqbb7KA296nhejw0UPYJBBX,2024-03-04 21:20:48,charge,py_3Oqbb7KA296nhejw0DDiZg5N,us_bank_account,,5b152c6b-5dd8-40f5-af99-49cf6a2b6ae8,163.55,0.00,,,
txn_3OqbbBKA296nhejw0qw6g1xg,2024-03-04 21:20:50,charge,py_3OqbbBKA296nhejw0vZ9o98i,us_bank_account,,0600f1f6-90f5-4e4c-9cb7-38a8165241f1,350.00,0.00,,,
txn_3OqbbAKA296nhejw0H2EaY2p,2024-03-04 21:20:55,charge,py_3OqbbAKA296nhejw0yxajAyB,us_bank_account,,9f98b468-e2d1-4185-9f9e-4b03ea118d9b,144.00,0.00,,,
txn_3OhXgkKA296nhejw0gOX0ITz,2024-03-04 21:53:40,refund,ch_3OhXgkKA296nhejw08mASO6U,card,prepaid,0d887317-cfcd-4da8-80d5-061a9e867d68,70.00,2.10,dd51b044-5a69-41d3-8ccb-ec8fbabc8d1d,-70.00,-2.10
txn_3Oqhw7KA296nhejw123A2zXv,2024-03-05 00:03:17,charge,py_3Oqhw7KA296nhejw1VCJsv7g,us_bank_account,,5e1fff22-898b-4f33-b43d-2969a8a66bbe,8800.00,0.00,,,
txn_3OqjS4KA296nhejw1l9MPZHU,2024-03-05 00:03:18,charge,py_3OqjS4KA296nhejw11TA3ENi,us_bank_account,,2f93e8ec-e06b-4e0f-8737-88c4752ac305,350.00,0.00,,,
txn_3OqhwuKA296nhejw1SKsCgmr,2024-03-05 00:03:39,charge,py_3OqhwuKA296nhejw1gNei28g,us_bank_account,,1a19eaa3-4701-40be-8af0-28885092e03e,1250.00,0.00,,,
txn_3OqiB6KA296nhejw1A8Lqba1,2024-03-05 00:11:00,charge,py_3OqiB6KA296nhejw1aMI050d,us_bank_account,,16098240-1e5c-4020-b452-30f43fc6213f,1750.00,0.00,,,
txn_3OqiAyKA296nhejw1hAHyNJ3,2024-03-05 00:11:01,charge,py_3OqiAyKA296nhejw1I5r7IeC,us_bank_account,,51ea8e94-6a64-4c5e-a507-a1d659075ef4,9424.42,0.00,,,
txn_3OqkP1KA296nhejw1g42Fpe8,2024-03-05 00:15:01,charge,py_3OqkP1KA296nhejw1CKz4iBw,us_bank_account,,025a30e0-c3dd-4012-836e-43b48aab2409,200.00,0.00,,,
txn_3OqkOFKA296nhejw0Q9kpWBx,2024-03-05 00:15:26,charge,py_3OqkOFKA296nhejw0fpWvazT,us_bank_account,,25c3c108-613d-478d-a0db-77575315fb36,77.40,0.00,,,
txn_3OqkMqKA296nhejw1wxUB3jt,2024-03-05 02:00:07,charge,py_3OqkMqKA296nhejw1LWJH1cw,us_bank_account,,aadb7cd3-441b-42c8-a7f4-daf78939b7c8,50.00,0.00,,,
txn_3OqkOTKA296nhejw0pr0VkEe,2024-03-05 02:00:09,charge,py_3OqkOTKA296nhejw0TJhk79e,us_bank_account,,7588d6de-734d-4b28-93f5-5a7e52939623,112.00,0.00,,,
txn_3OqkOjKA296nhejw1d6STMyG,2024-03-05 02:00:12,charge,py_3OqkOjKA296nhejw1Z7zHcaS,us_bank_account,,a4389fb4-af26-4d27-b962-e5c858f50304,200.00,0.00,,,
txn_1OqvvKKA296nhejwwyZGOcMZ,2024-03-05 11:12:41,refund,py_3Ob16gKA296nhejw1iOWVja6,us_bank_account,,77b2c9d0-7055-478b-aa00-042ae7c0dfaa,360.00,0.00,276c9c40-7b3d-429a-806c-5118cc7e5824,-34.59,0.00
txn_1OqwogKA296nhejwmryCjNm1,2024-03-05 12:09:53,transfer,,,,,,,,,
txn_1Oqwq4KA296nhejwA4jKTWg3,2024-03-05 12:11:20,transfer,,,,,,,,,
txn_1OqwqXKA296nhejwDgtADjO8,2024-03-05 12:11:49,transfer,,,,,,,,,
txn_1OqwqdKA296nhejwNAPYmd4L,2024-03-05 12:11:55,transfer,,,,,,,,,
txn_1OqwrdKA296nhejwOizFfDiM,2024-03-05 12:12:57,transfer,,,,,,,,,
txn_1OqwtEKA296nhejwT4eyxjFg,2024-03-05 12:14:36,transfer,,,,,,,,,
txn_1OqwtMKA296nhejwmT8CYc5t,2024-03-05 12:14:44,transfer,,,,,,,,,
txn_1OqwtOKA296nhejwfTDRypSF,2024-03-05 12:14:46,transfer,,,,,,,,,
txn_1OqwtRKA296nhejwYkCluaBP,2024-03-05 12:14:49,transfer,,,,,,,,,
txn_1OqwtrKA296nhejwJgBj4z8R,2024-03-05 12:15:14,transfer,,,,,,,,,
txn_1Oqwu3KA296nhejwUzY0reX5,2024-03-05 12:15:27,transfer,,,,,,,,,
txn_1OqwvaKA296nhejw3DfaN4k2,2024-03-05 12:17:01,transfer,,,,,,,,,
txn_1Oqww5KA296nhejw4jAxGdnf,2024-03-05 12:17:33,transfer,,,,,,,,,
txn_1OqwwaKA296nhejwnTJCNUwC,2024-03-05 12:18:04,transfer,,,,,,,,,
txn_1OqwxOKA296nhejwz5aYkok2,2024-03-05 12:18:54,transfer,,,,,,,,,
txn_1OqwxUKA296nhejw7aYepplE,2024-03-05 12:18:59,transfer,,,,,,,,,
txn_1Oqwy0KA296nhejwjYvvQwHR,2024-03-05 12:19:32,transfer,,,,,,,,,
txn_1OqwyPKA296nhejwBOzCKqfc,2024-03-05 12:19:57,transfer,,,,,,,,,
txn_1OqwyTKA296nhejwLfAyFIeI,2024-03-05 12:20:01,transfer,,,,,,,,,
txn_1OqwzhKA296nhejwUUtk9DMR,2024-03-05 12:21:17,transfer,,,,,,,,,
txn_1Oqx1wKA296nhejwmFEMre5p,2024-03-05 12:23:36,transfer,,,,,,,,,
txn_1Oqx86KA296nhejwfIM06Bil,2024-03-05 12:29:58,transfer,,,,,,,,,
txn_1OqxmHKA296nhejw0ttAzQ5o,2024-03-05 13:11:29,transfer,,,,,,,,,
txn_1OqxmZKA296nhejwuhj4G9WO,2024-03-05 13:11:47,transfer,,,,,,,,,
txn_1OqxnSKA296nhejwNqcEXgle,2024-03-05 13:12:42,transfer,,,,,,,,,
txn_1OqxnVKA296nhejw7L5qWhwu,2024-03-05 13:12:44,transfer,,,,,,,,,
txn_1OqxnaKA296nhejwLlqdZ2U4,2024-03-05 13:12:50,transfer,,,,,,,,,
txn_1OqxoPKA296nhejwX1GprBbh,2024-03-05 13:13:41,transfer,,,,,,,,,
txn_1OqxoTKA296nhejwq5pUvSpx,2024-03-05 13:13:44,transfer,,,,,,,,,
txn_1OqxodKA296nhejw6OFsa9hC,2024-03-05 13:13:55,transfer,,,,,,,,,
txn_1OqxpUKA296nhejw4yoBfjhz,2024-03-05 13:14:48,transfer,,,,,,,,,
txn_1OqxpwKA296nhejwhZM1OSy1,2024-03-05 13:15:16,transfer,,,,,,,,,
txn_1OqxpzKA296nhejwzcFurHm7,2024-03-05 13:15:19,transfer,,,,,,,,,
txn_1OqxqWKA296nhejwt7nNYNXn,2024-03-05 13:15:52,transfer,,,,,,,,,
txn_1OqxqvKA296nhejwBN9Tn9vP,2024-03-05 13:16:17,transfer,,,,,,,,,
txn_1OqxrEKA296nhejwipuqIRn2,2024-03-05 13:16:36,transfer,,,,,,,,,
txn_1OqxrIKA296nhejwl7t3Dh26,2024-03-05 13:16:39,transfer,,,,,,,,,
txn_1OqxskKA296nhejwOaPfjkrw,2024-03-05 13:18:10,transfer,,,,,,,,,
txn_1OqxtLKA296nhejwjT4rZ6ZZ,2024-03-05 13:18:47,transfer,,,,,,,,,
txn_1OqxyPKA296nhejw1HdZnKoa,2024-03-05 13:24:01,transfer,,,,,,,,,
txn_3Oqy4gKA296nhejw19G8MRjU,2024-03-05 13:30:31,charge,ch_3Oqy4gKA296nhejw1DX9LO2C,card,credit,7a63263b-e9c4-496f-89c1-83e76c58b9cd,3.15,0.09,,,
txn_3Oqy4iKA296nhejw10gL4wFi,2024-03-05 13:30:32,charge,ch_3Oqy4iKA296nhejw1dxNu1Qz,card,credit,4be336f5-6a76-4597-b4b9-c17edd7b1ae8,50.00,1.50,,,
txn_3Oqy4jKA296nhejw1pECLkdT,2024-03-05 13:30:33,charge,ch_3Oqy4jKA296nhejw1qU3zhDI,card,credit,b2ea6782-ff43-4f7d-b09c-0a0e315fee8c,56.85,1.71,,,
txn_3Oqy4lKA296nhejw06eKfJ4n,2024-03-05 13:30:35,charge,ch_3Oqy4lKA296nhejw05r9R4MH,card,credit,d41a6b2f-410e-416b-a18e-e4ebae0a7187,3934.47,118.03,,,
txn_3Oqy4lKA296nhejw0MJKQ3ZG,2024-03-05 13:30:35,charge,ch_3Oqy4lKA296nhejw0bLA61cO,card,debit,fc71d49c-f6c8-4f8b-9c7f-cdf889f4412a,10.00,0.30,,,
txn_3Oqy4nKA296nhejw02xUZTSt,2024-03-05 13:30:37,charge,ch_3Oqy4nKA296nhejw0GN9H7TW,card,debit,1e70fbe3-170a-4cc8-a6d4-350c2638aa61,68.40,2.05,,,
txn_3Oqy4pKA296nhejw1E6j80go,2024-03-05 13:30:39,charge,ch_3Oqy4pKA296nhejw1kXnKJk0,card,prepaid,55f0ce08-e335-4933-a19e-f8bd713363d9,50.00,1.50,,,
txn_3Oqy4rKA296nhejw1aNgSNHZ,2024-03-05 13:30:41,charge,ch_3Oqy4rKA296nhejw1Zuf3Vxf,card,prepaid,a9c656f5-8f07-4d4f-9ddd-32d9ba143bf1,91.15,2.73,,,
txn_3Oqy4sKA296nhejw0tmvQdXS,2024-03-05 13:30:42,charge,ch_3Oqy4sKA296nhejw0xcZujv5,card,credit,1927c751-1f79-4420-bca5-2840587b513f,50.00,1.50,,,
txn_3Oqy4sKA296nhejw0jDnInHC,2024-03-05 13:30:43,charge,ch_3Oqy4sKA296nhejw0VV0nt2v,card,credit,4e796f66-668a-4080-bd21-a372f14ba17e,1231.56,36.95,,,
txn_3Oqy4vKA296nhejw1494EuJe,2024-03-05 13:30:45,charge,ch_3Oqy4vKA296nhejw1u5tk7JR,card,prepaid,3a1d87ab-c218-4f84-a4d6-c9ada4773ba9,170.00,5.10,,,
txn_1OqzcbKA296nhejwdnOot6r6,2024-03-05 15:09:37,refund,py_3Oma4JKA296nhejw1RbitF1a,us_bank_account,,9be3ec9d-94fc-4779-90ce-6ff457d42c84,1412.09,0.00,e59721fb-2bf2-4ed7-b598-9f5b7fdbe6fd,-10.49,0.00
txn_1Oqzz2KA296nhejwEHRvtmfk,2024-03-05 15:32:48,refund,py_3ObNadKA296nhejw1famJl4n,us_bank_account,,6c914594-32de-405e-a37e-6d36d0bd52d7,680.00,0.00,6b440a96-2737-4ae0-bce5-0f58a1d67504,-90.75,0.00
txn_1Or0XrKA296nhejwJYz6TqaN,2024-03-05 16:08:47,transfer,,,,,,,,,
txn_1Or0XuKA296nhejwBlTdlKSz,2024-03-05 16:08:50,transfer,,,,,,,,,
txn_3Oduv4KA296nhejw1ddOSKhq,2024-03-05 19:12:08,refund,ch_3Oduv4KA296nhejw1Bp1CvL9,card,credit,b4341942-01c7-46de-b42c-3f8bdc2264eb,1814.24,54.43,473e4679-a58f-4736-9ea7-a0859a5e48ec,-156.75,-4.70
txn_3Or42yKA296nhejw1qzpT98F,2024-03-05 19:53:09,charge,ch_3Or42yKA296nhejw1ZAKKYBW,card,credit,5c4945be-dcd1-49e8-8ccd-3b6400d0c9b9,200.00,6.00,,,
txn_3Oqy9mKA296nhejw0fHoZZQS,2024-03-05 21:03:36,charge,py_3Oqy9mKA296nhejw0yuYyqU4,us_bank_account,,854951ef-53ff-4e5c-80fd-44b1abf87281,940.00,0.00,,,
txn_3Or3PMKA296nhejw01qGb6KT,2024-03-05 21:03:38,charge,py_3Or3PMKA296nhejw00Sb3TWZ,us_bank_account,,74ebfa67-a60d-429f-ab89-cfa59a5e44df,1800.00,0.00,,,
txn_3Or3PJKA296nhejw1aGmA909,2024-03-05 21:03:39,charge,py_3Or3PJKA296nhejw1fVCM1HF,us_bank_account,,e9100524-38f4-4290-9a62-bcb83323e4e0,6842.51,0.00,,,
txn_3OqyBLKA296nhejw0kwo5HsJ,2024-03-05 21:04:01,charge,py_3OqyBLKA296nhejw0EWUGyif,us_bank_account,,cd0df618-0c8f-4a72-a9b8-dbf94023c08a,50.00,0.00,,,
txn_3Oqzq0KA296nhejw14Lk9e1T,2024-03-05 21:04:16,charge,py_3Oqzq0KA296nhejw1Ozoqt3v,us_bank_account,,4d50db6b-f812-4b30-8cee-c44a123f210e,209.86,0.00,,,
txn_3Oqzz3KA296nhejw13mt5UCK,2024-03-05 21:04:21,charge,py_3Oqzz3KA296nhejw1CHhO8ll,us_bank_account,,595263c9-a9e1-4817-a57a-0aa5b06ce774,410.75,0.00,,,
txn_3Or02aKA296nhejw1AHP7Ija,2024-03-05 21:04:25,charge,py_3Or02aKA296nhejw1UfhObMl,us_bank_account,,2f58005b-d225-45da-b586-c0b346c9af77,4999.97,0.00,,,
txn_3Or0YUKA296nhejw17crHjqu,2024-03-05 21:04:33,charge,py_3Or0YUKA296nhejw1LOGrI5X,us_bank_account,,7c55852f-826f-41b4-84a9-a9132942666b,1786.26,0.00,,,
txn_3Or0dXKA296nhejw0OcZbsOJ,2024-03-05 21:04:39,charge,py_3Or0dXKA296nhejw0q4O24dz,us_bank_account,,2a1c6592-bc2e-4d37-87ec-2aa46f7db774,140.40,0.00,,,
txn_3Or0dsKA296nhejw0yAj3RKe,2024-03-05 21:04:39,charge,py_3Or0dsKA296nhejw0pwsbCon,us_bank_account,,5b4e8154-375f-4ce5-a8f0-0e557c4e30e7,116.99,0.00,,,
txn_3Or0eWKA296nhejw07ZPr3dB,2024-03-05 21:04:42,charge,py_3Or0eWKA296nhejw0Mopzhae,us_bank_account,,5c84bbb9-19d2-4c32-adcb-5f4e53122992,234.00,0.00,,,
txn_3Or0eZKA296nhejw028629sa,2024-03-05 21:04:42,charge,py_3Or0eZKA296nhejw0WKsGswN,us_bank_account,,2e12b283-fed3-49b0-a995-20a7ac445c17,118.97,0.00,,,
txn_3OqvvVKA296nhejw1WHZzh7h,2024-03-05 21:05:20,charge,py_3OqvvVKA296nhejw1LIXlt58,us_bank_account,,381ce1cd-377a-4170-8f54-66714cd5ec50,1565.00,0.00,,,
txn_3OqvvKKA296nhejw11vdiZIU,2024-03-05 21:05:21,charge,py_3OqvvKKA296nhejw18131pLc,us_bank_account,,4ebdf512-c873-4de0-bf14-79fd839f15fd,7674.59,0.00,,,
txn_3Oqw1GKA296nhejw1fB9s5ZT,2024-03-05 21:05:26,charge,py_3Oqw1GKA296nhejw1Yuwshap,us_bank_account,,1dc1fd1e-72f9-42bd-9010-4df388238356,940.00,0.00,,,
txn_3Oqxn7KA296nhejw0R6ZFn3X,2024-03-05 21:13:02,charge,py_3Oqxn7KA296nhejw0PBsAQWf,us_bank_account,,a02ed814-86aa-4c38-a756-31d133c96125,14319.09,0.00,,,
txn_3Oqy4oKA296nhejw1V8jknJP,2024-03-05 21:13:11,charge,py_3Oqy4oKA296nhejw13GaISsQ,us_bank_account,,01dbf979-d177-4293-b970-b0e8a02243fa,1100.00,0.00,,,
txn_3Oqy4iKA296nhejw1b0R1Q1m,2024-03-05 21:13:12,charge,py_3Oqy4iKA296nhejw1qM6dRE6,us_bank_account,,b8f6479a-bdd1-4637-ade6-0ddbb009c57e,81.00,0.00,,,
txn_3Oqy4pKA296nhejw1i9etko1,2024-03-05 21:13:12,charge,py_3Oqy4pKA296nhejw16ipcuXD,us_bank_account,,2ff0d5e3-01e0-4b36-ac08-87834a5c7d6c,109.20,0.00,,,
txn_3Oqy4rKA296nhejw1ISXXBpa,2024-03-05 21:13:12,charge,py_3Oqy4rKA296nhejw12nnI5Hi,us_bank_account,,d728fc31-3bbd-46d0-a5d9-5b89d0b244d4,200.00,0.00,,,
txn_3Oqy4qKA296nhejw0MRV6Q8L,2024-03-05 21:13:14,charge,py_3Oqy4qKA296nhejw0LtRp1si,us_bank_account,,78762267-fae4-40c2-86d1-ecf1c11643aa,112.00,0.00,,,
txn_3Oqy4kKA296nhejw1zXVToKT,2024-03-05 21:13:16,charge,py_3Oqy4kKA296nhejw1D5Hw8SU,us_bank_account,,727b1535-c928-42ad-8268-2fa9392f0e6a,140.40,0.00,,,
txn_3Or05VKA296nhejw0GgzPtWm,2024-03-05 21:13:31,charge,py_3Or05VKA296nhejw0ZqBhhd5,us_bank_account,,1be15711-e47b-4575-9da1-e53e6f5fbebd,360.00,0.00,,,
txn_3Or0XvKA296nhejw0tplOeMJ,2024-03-05 21:13:59,charge,py_3Or0XvKA296nhejw0N1i3b64,us_bank_account,,d6a53585-1ff8-40d4-a99e-008d1e961128,17.57,0.00,,,
txn_3Or0Y8KA296nhejw1X25lxT8,2024-03-05 21:13:59,charge,py_3Or0Y8KA296nhejw12JJjAuo,us_bank_account,,db53dd12-f44e-4b29-9602-553d48eb981f,198.63,0.00,,,
txn_3Or0YAKA296nhejw1kVRkNwb,2024-03-05 21:14:00,charge,py_3Or0YAKA296nhejw1v2CCp7N,us_bank_account,,6d9a1b1f-bd28-47a2-8cb3-021c3a3cb0df,1455.22,0.00,,,
txn_3Or0YCKA296nhejw1wiF04EF,2024-03-05 21:14:00,charge,py_3Or0YCKA296nhejw1qcQ3Nwv,us_bank_account,,7d417c7c-bdbd-49c0-b1fe-571fe2ecaf0b,116.00,0.00,,,
txn_3Or0YQKA296nhejw1DRuu69m,2024-03-05 21:14:00,charge,py_3Or0YQKA296nhejw11lTnvhK,us_bank_account,,d822e09a-6aea-4a3c-9fae-e0370dc5022a,1204.00,0.00,,,
txn_3Or0YPKA296nhejw08URZVbw,2024-03-05 21:14:01,charge,py_3Or0YPKA296nhejw0JFJLIAW,us_bank_account,,4287acaf-8460-457c-9b69-07bfc0c6f50c,235.20,0.00,,,
txn_3Or0YTKA296nhejw0bKzzQme,2024-03-05 21:14:01,charge,py_3Or0YTKA296nhejw0Htedx9t,us_bank_account,,84b0f162-ee8d-4a1a-9446-9299552754be,1204.00,0.00,,,
txn_3Or0Y6KA296nhejw1lSeq2I4,2024-03-05 21:14:03,charge,py_3Or0Y6KA296nhejw1hXvw1c2,us_bank_account,,7830d9f4-ab0b-4f47-bb82-9915e73c4590,1041.42,0.00,,,
txn_3Or0YJKA296nhejw0zGdcUnN,2024-03-05 21:14:04,charge,py_3Or0YJKA296nhejw0LAFEun7,us_bank_account,,c8dad0fd-6512-41f2-acb4-99cfe3952170,1906.00,0.00,,,
txn_3Or0YGKA296nhejw1xrkjCjP,2024-03-05 21:14:37,charge,py_3Or0YGKA296nhejw1nbcOhih,us_bank_account,,ac471559-c2b5-46f7-b2fa-258f241c0fe4,1204.00,0.00,,,
txn_3Or0XrKA296nhejw0myxASiQ,2024-03-05 21:14:51,charge,py_3Or0XrKA296nhejw0dODkJia,us_bank_account,,a15a3477-d396-4892-98a7-b8746905cc4d,235.20,0.00,,,
txn_3OqyUnKA296nhejw0AW6BTB0,2024-03-05 21:17:22,charge,py_3OqyUnKA296nhejw0GQbXdNp,us_bank_account,,12c2aa12-4f0a-45e7-97b4-974d28630670,290.00,0.00,,,
txn_3Oqy4wKA296nhejw13nLqSBx,2024-03-05 21:19:02,charge,py_3Oqy4wKA296nhejw1r1lK0l4,us_bank_account,,87650fa0-35ea-4e70-a330-4757ac678ec8,684.66,0.00,,,
txn_3Oqy4gKA296nhejw1GVSw2wy,2024-03-05 21:19:16,charge,py_3Oqy4gKA296nhejw1oMdU9jT,us_bank_account,,02eacaf8-a44b-4a25-8975-e1d19c94c194,250.00,0.00,,,
txn_3Or0YMKA296nhejw1IOMr2TT,2024-03-05 21:23:24,charge,py_3Or0YMKA296nhejw1JvfEvyA,us_bank_account,,603ddc3b-118f-477d-ad1b-f4acf38b024b,187.78,0.00,,,
txn_3OqzccKA296nhejw1ZB4ATSk,2024-03-05 21:23:30,charge,py_3OqzccKA296nhejw1BduaL3u,us_bank_account,,572f9819-ffe5-4ae6-89ac-6d63b26c66a4,9198.40,0.00,,,
txn_3Or01jKA296nhejw0NG0RrPE,2024-03-05 21:23:34,charge,py_3Or01jKA296nhejw0TFzykkp,us_bank_account,,9b12c608-3403-4f65-99f6-b91dc5d6377c,390.18,0.00,,,
txn_3Or0Y5KA296nhejw1pbB3uIL,2024-03-05 21:23:39,charge,py_3Or0Y5KA296nhejw1vHMn39a,us_bank_account,,d9c47350-5e7b-460c-8837-f0b080ec3534,1.82,0.00,,,
txn_3Or0eKKA296nhejw07bRo4jC,2024-03-05 21:23:39,charge,py_3Or0eKKA296nhejw0vFvFq6S,us_bank_account,,2372bb8c-c6c5-4e41-aa70-9ff7838a9292,1107.17,0.00,,,
txn_3Or0Y3KA296nhejw1dBxiqqT,2024-03-05 21:23:44,charge,py_3Or0Y3KA296nhejw1klrRIlF,us_bank_account,,a8c953f8-ad64-415f-977c-3ba26b2915f4,1204.00,0.00,,,
txn_3Or0YEKA296nhejw1qYyTrpE,2024-03-05 21:23:44,charge,py_3Or0YEKA296nhejw1Ba2arZf,us_bank_account,,7b34005e-23b0-4871-8f3d-29035fa017aa,168.00,0.00,,,
txn_3Or0XxKA296nhejw006KSLrB,2024-03-05 21:23:45,charge,py_3Or0XxKA296nhejw0Wd2BfcC,us_bank_account,,bacb1bf9-f3ea-4e96-b5e5-5c798da2ccb4,168.00,0.00,,,
txn_3Or0YIKA296nhejw0j1vRPO0,2024-03-05 21:23:48,charge,py_3Or0YIKA296nhejw0nkDlhUN,us_bank_account,,6ce5f6c2-ba3c-4f6e-bf75-dfd73606680b,102.60,0.00,,,
txn_3Or0YMKA296nhejw0Tgtr9Ik,2024-03-05 21:23:49,charge,py_3Or0YMKA296nhejw0pjzRhP0,us_bank_account,,af624d2b-2682-449b-b066-a54871f6784d,627.61,0.00,,,
txn_3OqzcvKA296nhejw0Em4fnks,2024-03-05 21:23:52,charge,py_3OqzcvKA296nhejw0UA4iC69,us_bank_account,,cab19413-d4cb-44a4-97f8-68918211f6c5,1750.00,0.00,,,
txn_3OmcMUKA296nhejw1JQ20HRA,2024-03-05 23:14:28,refund,ch_3OmcMUKA296nhejw1U2oWeGJ,card,prepaid,2e888d48-a637-45fa-8284-5d4eeeb2669c,1745.28,52.36,047b0cc1-40e4-4b09-9a66-5b4c9b8e9d8c,-256.04,-7.68
txn_3Or54dKA296nhejw1Uso2xqt,2024-03-06 00:03:30,charge,py_3Or54dKA296nhejw14N8CYwv,us_bank_account,,9b7a83eb-3f6f-4738-8b13-9e2950b01955,2340.00,0.00,,,
txn_3Or75uKA296nhejw02sw9ldJ,2024-03-06 01:59:06,charge,py_3Or75uKA296nhejw09PLlve3,us_bank_account,,3c83d9d2-679c-4138-96ca-14183fd12c59,10510.76,0.00,,,
txn_1OrJJJKA296nhejwRoaivNhf,2024-03-06 12:11:01,transfer,,,,,,,,,
txn_1OrJMMKA296nhejwPh4fFyuW,2024-03-06 12:14:10,transfer,,,,,,,,,
txn_1OrJOkKA296nhejwip2K3znO,2024-03-06 12:16:38,transfer,,,,,,,,,
txn_1OrJRAKA296nhejwTDY5X7gB,2024-03-06 12:19:08,transfer,,,,,,,,,
txn_1OrJXlKA296nhejwhwltyUzt,2024-03-06 12:25:57,transfer,,,,,,,,,
txn_1OrJZRKA296nhejwnOcjXkrf,2024-03-06 12:27:41,transfer,,,,,,,,,
txn_1OrJoWKA296nhejwM0lvcEQ2,2024-03-06 12:43:16,transfer,,,,,,,,,
txn_1OrKH7KA296nhejw51CtnKm1,2024-03-06 13:12:49,transfer,,,,,,,,,
txn_1OrKHyKA296nhejwj0PoFTzE,2024-03-06 13:13:42,transfer,,,,,,,,,
txn_1OrKLtKA296nhejwqgr6dydS,2024-03-06 13:17:45,transfer,,,,,,,,,
txn_3OrKYEKA296nhejw0YxyS25h,2024-03-06 13:30:30,charge,ch_3OrKYEKA296nhejw008mttQ7,card,prepaid,75648765-ff71-4b21-a4e4-9eb70b9ece2a,10.00,0.30,,,
txn_3OrKYEKA296nhejw0mlRbe4f,2024-03-06 13:30:30,charge,ch_3OrKYEKA296nhejw0MpZeMK4,card,credit,9107520f-da7e-4cea-a4ea-b55f37e98ff8,200.00,6.00,,,
txn_3OrKYFKA296nhejw1JB5oYge,2024-03-06 13:30:31,charge,ch_3OrKYFKA296nhejw1HZXVa6V,card,credit,5ecbe2b6-43e8-4988-b9d8-8c55f0a9d3d9,10.01,0.30,,,
txn_3OrKYHKA296nhejw0Njh9mNY,2024-03-06 13:30:33,charge,ch_3OrKYHKA296nhejw0ElpZsP0,card,credit,ee61bfae-146a-4d0e-9a96-76408e89ace7,50.00,1.50,,,
txn_3OrKYHKA296nhejw1UqFhQvL,2024-03-06 13:30:34,charge,ch_3OrKYHKA296nhejw1GMojC7x,card,credit,49c70c74-7ccc-4c0a-9c9a-8157737c2192,875.53,26.27,,,
txn_3OrKYJKA296nhejw0IsCwj0N,2024-03-06 13:30:35,charge,ch_3OrKYJKA296nhejw0blarH38,card,credit,f5041a2a-dc37-4505-ae68-9fdba6181302,1350.00,40.50,,,
txn_3OrKYLKA296nhejw1NgvAq2w,2024-03-06 13:30:37,charge,ch_3OrKYLKA296nhejw1bvtWNef,card,credit,246eee88-673e-4f3c-ad27-e9e22cb51290,800.00,24.00,,,
txn_3OrKYNKA296nhejw1lX5rXbI,2024-03-06 13:30:39,charge,ch_3OrKYNKA296nhejw1ZRZp7fl,card,credit,df2a1d71-4f62-42b5-80d9-41a840f6d392,436.40,13.09,,,
txn_1OrKqsKA296nhejwkMXkn0Pl,2024-03-06 13:49:46,transfer,,,,,,,,,
txn_1OrKvmKA296nhejwf81qb8VR,2024-03-06 13:54:50,transfer,,,,,,,,,
txn_1OrL19KA296nhejwI4QGW0Kh,2024-03-06 14:00:22,transfer,,,,,,,,,
txn_1OrL1HKA296nhejwXTRydxJY,2024-03-06 14:00:31,refund,py_3OnLJMKA296nhejw1hCPCYsJ,us_bank_account,,ab3d677f-f385-4bd8-b095-7b5a031abd0f,200.00,0.00,dcc5431e-f971-4379-a078-69429277ec47,-200.00,0.00
txn_1OrL1IKA296nhejwtKQBOUUT,2024-03-06 14:00:32,refund,py_3OnLJLKA296nhejw1r3C7lkT,us_bank_account,,cbd036bf-2370-4067-9d8f-9f684f543a8b,198.63,0.00,945c9c49-42f5-4311-b276-be574f8ec07c,-198.63,0.00
txn_1OrL3AKA296nhejw4z85KHZP,2024-03-06 14:02:28,transfer,,,,,,,,,
txn_3OizaeKA296nhejw0b5HucLm,2024-03-06 15:59:21,refund,ch_3OizaeKA296nhejw0xvVQMBE,card,prepaid,747c4641-3a35-44b1-bdb8-ee8f7bdfa4f4,640.00,19.20,f2b0d65a-16f1-4b63-802b-764eb8c4804a,-640.00,-19.20
txn_1OrOvqKA296nhejwAc1f3SI7,2024-03-06 18:11:09,transfer,,,,,,,,,
txn_3OrKYLKA296nhejw0p6bKNJc,2024-03-06 21:04:12,charge,py_3OrKYLKA296nhejw0j9rhvj5,us_bank_account,,031c08d5-48ea-4f46-b2ac-425a69250055,345.82,0.00,,,
txn_3OrKYMKA296nhejw0qW3ciBr,2024-03-06 21:04:14,charge,py_3OrKYMKA296nhejw0OOdua7T,us_bank_account,,71fbb47f-d58e-4796-99c1-3f493cea87a7,60.00,0.00,,,
txn_3OrKYJKA296nhejw1Td5Ajuu,2024-03-06 21:04:18,charge,py_3OrKYJKA296nhejw1WUOiMrf,us_bank_account,,95aa81a2-9f9c-4587-ae4e-949449adb2db,1399.02,0.00,,,
txn_3OrMsNKA296nhejw0oc9uBfL,2024-03-06 21:25:03,charge,py_3OrMsNKA296nhejw04yIsotl,us_bank_account,,fbcdadb3-3cb9-4939-b88b-8056076649b5,880.00,0.00,,,
