balance_transaction_id,created_utc,reporting_category,charge_id,payment_method_type,card_funding,payment_metadata[bill_uuid],payment_metadata[copay_passthrough],payment_metadata[recouped_fee],refund_metadata[bill_uuid],refund_metadata[copay_passthrough],refund_metadata[recouped_fee]
txn_3OhXgfKA296nhejw1AL979tH,2024-02-08 13:30:45,charge,ch_3OhXgfKA296nhejw1jqERfYv,card,credit,1a616587-de08-4e23-9f44-8d1e5afe1563,8.40,0.25,,,
txn_3OhXghKA296nhejw1ntgIf0g,2024-02-08 13:30:47,charge,ch_3OhXghKA296nhejw1UZztKqE,card,credit,d0bdf46a-58c6-4b41-8333-4a8d676c35a7,134.40,4.03,,,
txn_3OhXgkKA296nhejw07T1Db8j,2024-02-08 13:30:50,charge,ch_3OhXgkKA296nhejw08mASO6U,card,prepaid,0d887317-cfcd-4da8-80d5-061a9e867d68,70.00,2.10,,,
txn_3OhXglKA296nhejw0hxC3F3d,2024-02-08 13:30:51,charge,ch_3OhXglKA296nhejw0gkWrFNo,card,credit,a735c8d6-3f1d-4a4a-b4dd-f5826c0b8327,1320.00,39.60,,,
txn_3OhXglKA296nhejw0l02KGXA,2024-02-08 13:30:51,charge,ch_3OhXglKA296nhejw0eT10Q1p,card,credit,1cbd46e3-b67b-43ae-bf6e-ec189d3d08cd,74.50,2.24,,,
txn_3OhXgmKA296nhejw0nalwb6z,2024-02-08 13:30:52,charge,ch_3OhXgmKA296nhejw0TMMIJM4,card,credit,22b8b584-3fa0-4b25-bfb7-affd0a2bf162,200.00,6.00,,,
txn_3OhXgnKA296nhejw1dh0MBW9,2024-02-08 13:30:53,charge,ch_3OhXgnKA296nhejw17vRDzYd,card,credit,88c8f1ee-b631-4976-89fd-8901058e33c3,25.20,0.76,,,
txn_3OhXgoKA296nhejw0uratCNk,2024-02-08 13:30:54,charge,ch_3OhXgoKA296nhejw0wU3nTtp,card,credit,3bcffa61-dbb2-4b3e-96db-d7efc0a6a6eb,85.51,2.57,,,
txn_3OhXgqKA296nhejw0aEHjZj1,2024-02-08 13:30:57,charge,ch_3OhXgqKA296nhejw06GdfkoI,card,credit,0f7ddac0-2f3c-4ad0-8374-00437a4e001f,179.20,5.38,,,
txn_3OhXgqKA296nhejw16f4bJWL,2024-02-08 13:30:57,charge,ch_3OhXgqKA296nhejw1bTiTym1,card,credit,23b5c022-23cc-40e2-af7e-a0fed997b054,200.00,6.00,,,
txn_3OhXgrKA296nhejw1eVu60yg,2024-02-08 13:30:57,charge,ch_3OhXgrKA296nhejw1yl3nKRx,card,credit,78f557c9-63da-47c9-bc39-42ecf28c2780,200.00,6.00,,,
txn_1OhXlKKA296nhejwhAnWks3K,2024-02-08 13:35:33,transfer,,,,,,,,,
txn_3OhMnWKA296nhejw0YzsxPns,2024-02-08 13:41:50,charge,py_3OhMnWKA296nhejw0lReJYvX,us_bank_account,,2a65b7fb-97d4-452a-8488-d2231daf4bed,71.00,0.00,,,
txn_3OhMncKA296nhejw0sylsNLN,2024-02-08 13:41:50,charge,py_3OhMncKA296nhejw0pj0MRkv,us_bank_account,,8d2a7a72-35ee-491c-ac6e-cb7262169ac9,57.00,0.00,,,
txn_3OhMnyKA296nhejw0Tbu2EBN,2024-02-08 13:41:51,charge,py_3OhMnyKA296nhejw08CqiMyF,us_bank_account,,cdce11a4-6d30-40b7-adc2-42674472dba4,710.37,0.00,,,
txn_3OhMo4KA296nhejw1pW2YCsf,2024-02-08 13:41:51,charge,py_3OhMo4KA296nhejw1cOsxvSN,us_bank_account,,42197c3f-7739-4c1c-9e03-33a14e073a6c,134.40,0.00,,,
txn_3OhMo5KA296nhejw0gnjMJ8Z,2024-02-08 13:41:51,charge,py_3OhMo5KA296nhejw0shiIgmR,us_bank_account,,ade4f16e-74ff-4ed6-8162-b11cc2a8674f,2608.00,0.00,,,
txn_3OhMo6KA296nhejw1HTOAfHP,2024-02-08 13:41:51,charge,py_3OhMo6KA296nhejw1nNe2P4w,us_bank_account,,47925033-8031-4d47-966f-a221d162b926,1906.00,0.00,,,
txn_3OhMnlKA296nhejw1YLnAT8u,2024-02-08 13:41:52,charge,py_3OhMnlKA296nhejw1X04yqfA,us_bank_account,,0f6243fb-753c-48e9-8014-5114aeb4a59e,79.97,0.00,,,
txn_3OhMnvKA296nhejw1rgscOd7,2024-02-08 13:41:52,charge,py_3OhMnvKA296nhejw1WVHFbRn,us_bank_account,,3dba35dd-1bba-4efb-81d3-8a071ca97b44,106.27,0.00,,,
txn_3OhMnwKA296nhejw0RxUi7Tx,2024-02-08 13:41:52,charge,py_3OhMnwKA296nhejw0xxr1FSR,us_bank_account,,82b5c7a0-ba61-4567-9995-c8e60f9b2880,58.00,0.00,,,
txn_3OhMo2KA296nhejw1wPMz8dA,2024-02-08 13:41:52,charge,py_3OhMo2KA296nhejw1PBH1QkO,us_bank_account,,d53095f2-4fc4-4067-a62c-a2d82a660d63,992.32,0.00,,,
txn_3OhMoAKA296nhejw1YEgF34L,2024-02-08 13:41:52,charge,py_3OhMoAKA296nhejw1CdbhNNU,us_bank_account,,49d61f65-8e18-4307-95e0-75e331740c08,1204.00,0.00,,,
txn_3OhMtFKA296nhejw0EkPxURQ,2024-02-08 13:41:54,charge,py_3OhMtFKA296nhejw08N198OL,us_bank_account,,5f115948-8054-4bc9-8620-1a1196d3131b,63.94,0.00,,,
txn_1OhXsbKA296nhejww3Of6Yp6,2024-02-08 13:43:05,transfer,,,,,,,,,
txn_1OhY4wKA296nhejwxgq4ZXfn,2024-02-08 13:55:50,transfer,,,,,,,,,
txn_1OhYGiKA296nhejwCydgpZNw,2024-02-08 14:08:00,transfer,,,,,,,,,
txn_1OhYNIKA296nhejwhxj6TDmd,2024-02-08 14:14:48,transfer,,,,,,,,,
txn_1OhYNNKA296nhejwXiGCVr6q,2024-02-08 14:14:52,transfer,,,,,,,,,
txn_1OhYPaKA296nhejwBkwGvxfF,2024-02-08 14:17:10,transfer,,,,,,,,,
txn_3OhBDZKA296nhejw0wxlHilV,2024-02-08 16:00:59,refund,ch_3OhBDZKA296nhejw0b8mFmBW,card,credit,787304b3-f997-455f-ba22-d335cf0c81c6,1100.00,33.00,812ffcfa-b405-4f10-ad71-d48921a2aff0,-1100.00,-33.00
txn_1OhemzKA296nhejw0RUPBTOJ,2024-02-08 21:05:44,transfer,,,,,,,,,
txn_3OhXgbKA296nhejw14rNUfCQ,2024-02-08 21:10:06,charge,py_3OhXgbKA296nhejw15iYk9FN,us_bank_account,,f03ae0f0-7e55-4a25-b00e-b456dce63e40,1974.30,0.00,,,
txn_3OhXghKA296nhejw1F7y5NvE,2024-02-08 21:10:10,charge,py_3OhXghKA296nhejw1njgvUBY,us_bank_account,,434ad34b-d407-4174-bf73-f0a7e7f32d0e,78.00,0.00,,,
txn_3OhXgiKA296nhejw1WH9uGzW,2024-02-08 21:10:10,charge,py_3OhXgiKA296nhejw19jzNEIT,us_bank_account,,0b05f1f3-fd07-4ebd-b188-b19e50a1b614,331.05,0.00,,,
txn_3OhXggKA296nhejw11l7P84M,2024-02-08 21:10:13,charge,py_3OhXggKA296nhejw1T1Oa6dh,us_bank_account,,d35dd042-7f42-4a90-953e-c15614580768,187.20,0.00,,,
txn_3OhXgTKA296nhejw0LSERn0C,2024-02-08 21:10:14,charge,py_3OhXgTKA296nhejw0G1rEBvb,us_bank_account,,3847abd7-d453-473d-ab03-fedd3a6667d8,0.98,0.00,,,
txn_3OhXgeKA296nhejw14fwtnOs,2024-02-08 21:10:16,charge,py_3OhXgeKA296nhejw11M0pDAm,us_bank_account,,1780739b-8ae5-45a6-9e48-efd3934a4405,596.16,0.00,,,
txn_3OhZHnKA296nhejw1szLLa9p,2024-02-08 21:13:48,charge,py_3OhZHnKA296nhejw1ZoinBb2,us_bank_account,,5f2ed26a-0fa3-46dc-a21a-e15180be00e2,5673.60,0.00,,,
txn_3OhZI5KA296nhejw0HNXaN2z,2024-02-08 21:14:59,charge,py_3OhZI5KA296nhejw0wrpJ5zO,us_bank_account,,b0ee3de4-ba7f-4b8c-ac8e-ad5ef1abdedf,1618.40,0.00,,,
txn_3OhXgeKA296nhejw1ozss0YJ,2024-02-08 21:15:40,charge,py_3OhXgeKA296nhejw1ShlkZcs,us_bank_account,,89280da4-3036-44ec-9c4a-08005771a401,160.00,0.00,,,
txn_3OhanFKA296nhejw1fzs81V0,2024-02-08 21:18:59,charge,py_3OhanFKA296nhejw1yK4Gega,us_bank_account,,bffe7e3a-c0b5-406e-8269-5468470c618c,720.00,0.00,,,
txn_3OhgcPKA296nhejw1QBwpAW0,2024-02-08 23:02:58,charge,ch_3OhgcPKA296nhejw19hxQCTf,card,credit,6a7cf437-c521-49a4-b952-38b67c56dc83,60.00,1.80,,,
txn_3OhgfPKA296nhejw0jnr7hy0,2024-02-08 23:06:03,charge,ch_3OhgfPKA296nhejw0tuoJ4DK,card,credit,effb1c68-322b-4b7e-9feb-335fd123162b,50.00,1.50,,,
txn_3OhggFKA296nhejw1PFDcOyZ,2024-02-08 23:06:55,charge,ch_3OhggFKA296nhejw1FBsJCtD,card,credit,9b7a5b1e-fa00-4683-bb1e-bb97d76a7769,72.62,2.18,,,
txn_3OhggiKA296nhejw0b4OKpMP,2024-02-08 23:07:24,charge,ch_3OhggiKA296nhejw07duLWLK,card,credit,7baae550-0fb9-4385-a6d8-7785981cd312,159.91,4.80,,,
txn_1OhjZ2KA296nhejwRFEIsq2X,2024-02-09 02:11:40,transfer,,,,,,,,,
txn_1OhsvXKA296nhejwqkbB6h8K,2024-02-09 12:11:31,transfer,,,,,,,,,
txn_3Ohu9zKA296nhejw1yh2GjLT,2024-02-09 13:30:31,charge,ch_3Ohu9zKA296nhejw1QjXvCHP,card,credit,f1ea51a0-3008-43db-9168-fd9e2e0463cd,156.80,4.70,,,
txn_3OhuA1KA296nhejw0fSRSeTy,2024-02-09 13:30:33,charge,ch_3OhuA1KA296nhejw0bHX7GBz,card,credit,91458b1e-5b56-44e7-8627-dd97b86d7d25,200.00,6.00,,,
txn_3OhuA2KA296nhejw0NsOgt5U,2024-02-09 13:30:34,charge,ch_3OhuA2KA296nhejw0fPDZTso,card,credit,127200c0-3621-4275-9167-d4d01b73fea9,882.31,26.47,,,
txn_3OhuA8KA296nhejw1W0GYuap,2024-02-09 13:30:40,charge,ch_3OhuA8KA296nhejw1Kc9EZFt,card,credit,1e6d77c6-984a-4b66-82ce-c904c17ebd7f,29.76,0.89,,,
txn_3OhuAAKA296nhejw1629vuxG,2024-02-09 13:30:42,charge,ch_3OhuAAKA296nhejw1MWxloiq,card,credit,56607ec3-d7e8-487d-84d0-5d84af3f60da,220.24,6.61,,,
txn_3OhuABKA296nhejw1QDepaCZ,2024-02-09 13:30:43,charge,ch_3OhuABKA296nhejw13FJjMVY,card,credit,9c67d260-ce5e-4503-afb4-e0a2ab434072,156.80,4.70,,,
txn_3OhuADKA296nhejw19lb95gt,2024-02-09 13:30:45,charge,ch_3OhuADKA296nhejw1am9cJtm,card,credit,dad4fa4c-2549-44d5-b0e5-7718a966c615,200.00,6.00,,,
txn_3OhuAIKA296nhejw1AHpkhVN,2024-02-09 13:30:50,charge,ch_3OhuAIKA296nhejw1N46vR0F,card,prepaid,b1e34d0d-beeb-41a5-a33f-4a1d525caaf6,140.40,4.21,,,
txn_3OhuAKKA296nhejw0za0EPwm,2024-02-09 13:30:52,charge,ch_3OhuAKKA296nhejw0VHB5AdW,card,prepaid,78481036-58b2-481e-94cf-1cc49925afee,134.40,4.03,,,
txn_3OhuAMKA296nhejw1Tq3f9Kb,2024-02-09 13:30:54,charge,ch_3OhuAMKA296nhejw1Cu8m3Ja,card,credit,f0a98bdf-61a7-4aaf-9a05-3bae3b098e11,275.00,8.25,,,
txn_3OiGdWKA296nhejw1CGdNExT,2024-02-10 13:30:30,charge,ch_3OiGdWKA296nhejw1kSn5e5T,card,credit,70060a08-34ce-42da-85d3-5c2d0b7fc841,165.52,4.97,,,
txn_3OiGdYKA296nhejw1XzIAgE7,2024-02-10 13:30:32,charge,ch_3OiGdYKA296nhejw1EIOfKmF,card,credit,fe905b3d-dd41-4a6b-8be9-521ab2bf3455,200.00,6.00,,,
txn_3OiGdaKA296nhejw1YrNgmv0,2024-02-10 13:30:34,charge,ch_3OiGdaKA296nhejw1s1Psvnj,card,credit,ccded81d-f047-40e8-90ca-f5cb7a74de6a,66.60,2.00,,,
txn_3OhuAIKA296nhejw0h3V09g7,2024-02-11 21:05:15,charge,py_3OhuAIKA296nhejw0VMhBJcU,us_bank_account,,d7665d34-8d6b-418d-b5c5-67e24748aaf3,156.80,0.00,,,
txn_3OhuA1KA296nhejw0EYkEiaz,2024-02-11 21:05:17,charge,py_3OhuA1KA296nhejw0H9l4hzE,us_bank_account,,bb419990-a39f-4e9c-b397-803efd3a3c1a,101.44,0.00,,,
txn_3OhuA7KA296nhejw1ZhGzxGw,2024-02-11 21:05:17,charge,py_3OhuA7KA296nhejw1PYlTEAj,us_bank_account,,3649567f-51ba-49a0-a16f-7995cfc2854f,156.80,0.00,,,
txn_3OhuAFKA296nhejw0PZJUlHA,2024-02-11 21:05:18,charge,py_3OhuAFKA296nhejw0d5ic3QY,us_bank_account,,a6535b39-734b-4f57-8b07-d112819c194d,200.00,0.00,,,
txn_3OhuA5KA296nhejw1P2vYQFy,2024-02-11 21:05:20,charge,py_3OhuA5KA296nhejw1r5eNpBk,us_bank_account,,af8c95bd-f676-49c9-bce7-8dfcae827a69,73.44,0.00,,,
txn_3OhuA4KA296nhejw0tnfxQCp,2024-02-11 21:05:22,charge,py_3OhuA4KA296nhejw015z8lsY,us_bank_account,,5831b536-7494-4d7f-9d3e-675cba07f965,200.00,0.00,,,
txn_3Ohu9xKA296nhejw0JNaWtVm,2024-02-11 21:05:23,charge,py_3Ohu9xKA296nhejw0tgQmE4O,us_bank_account,,07ecf757-8cb6-4083-88ed-757dae6444a8,165.53,0.00,,,
txn_3Ohu9zKA296nhejw09GhNfVI,2024-02-11 21:05:24,charge,py_3Ohu9zKA296nhejw011Znljp,us_bank_account,,94640c0f-2be6-48ef-9f38-884ab823493c,702.00,0.00,,,
txn_3OhuAHKA296nhejw1JoAZ0bc,2024-02-11 21:05:24,charge,py_3OhuAHKA296nhejw1v22UTD4,us_bank_account,,3f89c51a-4149-4959-9504-ee197773ac36,50.00,0.00,,,
txn_3OhuA7KA296nhejw1Mbwjb7J,2024-02-11 21:05:26,charge,py_3OhuA7KA296nhejw1ANQymLQ,us_bank_account,,ddb58b0c-1581-4799-86d8-833bd16c25ac,200.00,0.00,,,
txn_3OhuAEKA296nhejw1A4sdxdi,2024-02-11 21:08:02,charge,py_3OhuAEKA296nhejw1bUcGcUV,us_bank_account,,62341445-dfed-42a8-9c4c-09900e07d0cf,200.00,0.00,,,
txn_3OhuA6KA296nhejw1k2wAyH6,2024-02-11 21:08:07,charge,py_3OhuA6KA296nhejw19YR6fXd,us_bank_account,,4a007418-f1f6-4686-a438-3ad96c1e8a37,200.00,0.00,,,
txn_3OhuA4KA296nhejw0JjYWQMH,2024-02-11 21:08:12,charge,py_3OhuA4KA296nhejw0DhxqQjm,us_bank_account,,14155d4d-2f77-4029-9253-9b5b70170aea,200.00,0.00,,,
txn_3OhuA0KA296nhejw1th6oMNM,2024-02-11 21:08:15,charge,py_3OhuA0KA296nhejw19LQuVpy,us_bank_account,,b7af8352-4297-4fdc-aaae-2a725266733d,10.00,0.00,,,
txn_3OhuA1KA296nhejw1y9xPdJt,2024-02-11 21:08:18,charge,py_3OhuA1KA296nhejw1bmuxxW6,us_bank_account,,e5e8e243-e1fa-48d4-8cca-3bf8158ba744,123.83,0.00,,,
txn_3OhuAGKA296nhejw0nqKXYhb,2024-02-11 21:08:29,charge,py_3OhuAGKA296nhejw0pHlEst0,us_bank_account,,0a8f52bf-3e4e-42b3-b9d1-31f168d802fb,10.00,0.00,,,
txn_3Ohu9yKA296nhejw1GansI0H,2024-02-11 21:08:30,charge,py_3Ohu9yKA296nhejw1cn0Ai5w,us_bank_account,,b252ffec-806f-4126-937e-78523e840dae,56.00,0.00,,,
txn_3OiGdZKA296nhejw0JVHDbil,2024-02-11 21:13:53,charge,py_3OiGdZKA296nhejw0LBPluSL,us_bank_account,,e465417c-88bb-44df-8897-6bdde72517d0,84.89,0.00,,,
txn_3OiGdVKA296nhejw0KWyGqor,2024-02-11 21:13:54,charge,py_3OiGdVKA296nhejw0QS9F1vO,us_bank_account,,cffa5aed-a473-451f-b4ae-95810fb6e356,50.00,0.00,,,
txn_3OiGdZKA296nhejw1thSqlLA,2024-02-11 21:13:59,charge,py_3OiGdZKA296nhejw1HgXZyN9,us_bank_account,,00920075-8bbd-49d6-b532-27480806de81,139.58,0.00,,,
txn_3OiGdVKA296nhejw1nEIW3V6,2024-02-11 21:14:01,charge,py_3OiGdVKA296nhejw1ASfUNEj,us_bank_account,,b4b3d9e1-d80b-4126-9d90-8e8df11d9f70,60.00,0.00,,,
txn_3OiGdaKA296nhejw0kG0Vj3G,2024-02-11 21:14:04,charge,py_3OiGdaKA296nhejw0wfa3vIu,us_bank_account,,d8c20e1c-7cb8-47b0-9208-910f7f682576,140.40,0.00,,,
txn_3OiGdXKA296nhejw1y5BZeCH,2024-02-11 21:14:05,charge,py_3OiGdXKA296nhejw1ReaQGXz,us_bank_account,,c6e64df4-e2fd-4c29-985c-ed4119b083a9,170.91,0.00,,,
txn_3OhjZEKA296nhejw04tDzqOv,2024-02-11 21:14:17,charge,py_3OhjZEKA296nhejw0CZUu9Uy,us_bank_account,,e3a97f85-fba0-4069-8404-b97696f0cb1e,201.60,0.00,,,
txn_3OhjZJKA296nhejw0LMkdIHS,2024-02-11 21:14:26,charge,py_3OhjZJKA296nhejw0WBWzAeb,us_bank_account,,40d2252b-56c1-44fb-aa12-b6ca0f91d34e,1869.02,0.00,,,
txn_3OhjZBKA296nhejw0xGTFdd5,2024-02-11 21:14:33,charge,py_3OhjZBKA296nhejw0UZGaku1,us_bank_account,,c4d88f0e-7ec7-4312-86b3-efa2ba92c9d8,375.00,0.00,,,
txn_3OiGdWKA296nhejw0VMNLpqU,2024-02-11 21:15:26,charge,py_3OiGdWKA296nhejw0hkWhHOR,us_bank_account,,22e04939-2c3d-4fb4-8ce0-83f9556f7a34,50.00,0.00,,,
txn_3OhjZ8KA296nhejw1f63mSfz,2024-02-11 21:15:55,charge,py_3OhjZ8KA296nhejw19GhqbxP,us_bank_account,,1ec8580c-8499-4786-b9c0-01a1219d2827,81.31,0.00,,,
txn_3OhjZHKA296nhejw1qiDIoM9,2024-02-11 21:15:56,charge,py_3OhjZHKA296nhejw1xbirbDc,us_bank_account,,544befe4-331c-405e-828f-058d21d3397a,1204.00,0.00,,,
txn_3OhjZ5KA296nhejw0YaPXZnM,2024-02-11 21:15:57,charge,py_3OhjZ5KA296nhejw0R2NQmGI,us_bank_account,,48fccf16-4797-4bf4-954b-37d0efb2b633,1041.42,0.00,,,
txn_3OioTpKA296nhejw1nV7wtKc,2024-02-12 02:41:46,charge,py_3OioTpKA296nhejw1NDrEjAf,us_bank_account,,1b3a8a09-1bcb-4603-9e80-bbc5f09a2aa0,375.00,0.00,,,
txn_3OioTuKA296nhejw0LcmFokY,2024-02-12 02:41:46,charge,py_3OioTuKA296nhejw0cjDKCV8,us_bank_account,,5dc07887-a667-4868-ba25-770d4c7c0cbf,121.50,0.00,,,
txn_3OioThKA296nhejw1hhWzufX,2024-02-12 02:41:48,charge,py_3OioThKA296nhejw1BshcVzH,us_bank_account,,7c9ee001-1086-4b91-bd57-8614f0a13c5c,106.27,0.00,,,
txn_3OioTkKA296nhejw1donMnn4,2024-02-12 02:41:48,charge,py_3OioTkKA296nhejw1pFpOhHc,us_bank_account,,e123ed14-2927-4007-8ac6-90ec60383dd7,6.97,0.00,,,
txn_1OiyKVKA296nhejwLJcSiA38,2024-02-12 12:09:47,transfer,,,,,,,,,
txn_1OiyKmKA296nhejww41aUl2a,2024-02-12 12:10:04,transfer,,,,,,,,,
txn_1OiyLvKA296nhejwN9rEPUtm,2024-02-12 12:11:15,transfer,,,,,,,,,
txn_1OiyMIKA296nhejw5hiCQo9Z,2024-02-12 12:11:38,transfer,,,,,,,,,
txn_1OiyMTKA296nhejwVS2lts3y,2024-02-12 12:11:49,transfer,,,,,,,,,
txn_1OiyNJKA296nhejwIVNYMq81,2024-02-12 12:12:41,transfer,,,,,,,,,
txn_1OiyOHKA296nhejw8ug6Bizf,2024-02-12 12:13:41,transfer,,,,,,,,,
txn_1OiyPAKA296nhejwhWm7SuIc,2024-02-12 12:14:36,transfer,,,,,,,,,
txn_1OiyPNKA296nhejwXYBcb3dE,2024-02-12 12:14:49,transfer,,,,,,,,,
txn_1OiyQfKA296nhejwBqlIsySL,2024-02-12 12:16:09,transfer,,,,,,,,,
txn_1OiyRHKA296nhejw2J5bFvyO,2024-02-12 12:16:47,transfer,,,,,,,,,
txn_1OiyRzKA296nhejw3M5vWJFG,2024-02-12 12:17:31,transfer,,,,,,,,,
txn_1OiySaKA296nhejwsejHpxGB,2024-02-12 12:18:08,transfer,,,,,,,,,
txn_1OiyTAKA296nhejwKN6mgczs,2024-02-12 12:18:44,transfer,,,,,,,,,
txn_1OiyTEKA296nhejw7dbU0tXL,2024-02-12 12:18:48,transfer,,,,,,,,,
txn_1OiyTRKA296nhejwQ8TcLEEB,2024-02-12 12:19:01,transfer,,,,,,,,,
txn_1OiyUHKA296nhejwLXh6fNdf,2024-02-12 12:19:53,transfer,,,,,,,,,
txn_1OiyW2KA296nhejwq5NgXZ3v,2024-02-12 12:21:42,transfer,,,,,,,,,
txn_1OiyWzKA296nhejwtC85YArc,2024-02-12 12:22:41,transfer,,,,,,,,,
txn_1OiybgKA296nhejweLpTZLAr,2024-02-12 12:27:32,transfer,,,,,,,,,
txn_1OiybtKA296nhejwjZYUnlGv,2024-02-12 12:27:45,transfer,,,,,,,,,
txn_1OiycYKA296nhejwXnigsPoD,2024-02-12 12:28:26,transfer,,,,,,,,,
txn_1OiyfOKA296nhejw1opZyDNI,2024-02-12 12:31:22,transfer,,,,,,,,,
txn_1OizGeKA296nhejwuJF2fYo5,2024-02-12 13:09:52,transfer,,,,,,,,,
txn_1OizHfKA296nhejwy0HoqDq4,2024-02-12 13:10:55,transfer,,,,,,,,,
txn_1OizI2KA296nhejwBx9g6dj1,2024-02-12 13:11:18,transfer,,,,,,,,,
txn_1OizIAKA296nhejw0CzU2LbI,2024-02-12 13:11:26,transfer,,,,,,,,,
txn_1OizIDKA296nhejwIvEafp1P,2024-02-12 13:11:29,transfer,,,,,,,,,
txn_1OizIEKA296nhejw0SjlECmA,2024-02-12 13:11:30,transfer,,,,,,,,,
txn_1OizImKA296nhejwb3XFHu27,2024-02-12 13:12:04,transfer,,,,,,,,,
txn_1OizIxKA296nhejw6nic8FPe,2024-02-12 13:12:15,transfer,,,,,,,,,
txn_1OizJXKA296nhejwXq3LWuJK,2024-02-12 13:12:51,transfer,,,,,,,,,
txn_1OizJfKA296nhejwtV0PWCnX,2024-02-12 13:12:58,transfer,,,,,,,,,
txn_1OizJuKA296nhejwC0FASbBo,2024-02-12 13:13:14,transfer,,,,,,,,,
txn_1OizKYKA296nhejwxgprB4wQ,2024-02-12 13:13:54,transfer,,,,,,,,,
txn_1OizKZKA296nhejwJWrbW4xh,2024-02-12 13:13:55,transfer,,,,,,,,,
txn_1OizLGKA296nhejwBz1L5Uwy,2024-02-12 13:14:38,transfer,,,,,,,,,
txn_1OizLMKA296nhejwfCkfx9mY,2024-02-12 13:14:44,transfer,,,,,,,,,
txn_3OizaeKA296nhejw0XegdjcQ,2024-02-12 13:30:32,charge,ch_3OizaeKA296nhejw0xvVQMBE,card,prepaid,747c4641-3a35-44b1-bdb8-ee8f7bdfa4f4,640.00,19.20,,,
txn_3OizafKA296nhejw18zVEBkI,2024-02-12 13:30:33,charge,ch_3OizafKA296nhejw12rffhtZ,card,credit,2f5f5af4-11d3-4187-9758-3c2a7f283777,860.00,25.80,,,
txn_3OizafKA296nhejw0fLIlEGr,2024-02-12 13:30:34,charge,ch_3OizafKA296nhejw0kwaEJfN,card,credit,e1d06398-fa83-4f9d-b200-c493f98e8207,680.00,20.40,,,
txn_3OizagKA296nhejw1sX6E3H7,2024-02-12 13:30:34,charge,ch_3OizagKA296nhejw1OEeVKgM,card,prepaid,e16fbe78-bb73-4b5e-8b3c-4c916bef2bb0,350.00,10.50,,,
txn_3OizahKA296nhejw0e2AIz4J,2024-02-12 13:30:36,charge,ch_3OizahKA296nhejw0NLTdqE4,card,credit,c477d135-1d5b-4e11-9e10-3952df4222cb,350.00,10.50,,,
txn_3OizaiKA296nhejw0rbW2JWv,2024-02-12 13:30:37,charge,ch_3OizaiKA296nhejw0c2H49xw,card,credit,11ddbf80-33fa-49b3-bd04-2fe0fe6182c4,320.00,9.60,,,
txn_3OioTlKA296nhejw0lb0Y2Jt,2024-02-12 13:40:40,charge,py_3OioTlKA296nhejw0tplXtsO,us_bank_account,,eb275298-492e-47b8-8fc9-4d268f33d53a,76.27,0.00,,,
txn_3OioTnKA296nhejw0LYP57pg,2024-02-12 13:40:40,charge,py_3OioTnKA296nhejw0nQyhOV6,us_bank_account,,83f79e66-37f9-4a27-84a2-48bab03755d3,680.90,0.00,,,
txn_3OioU8KA296nhejw0vFZV0tD,2024-02-12 13:40:40,charge,py_3OioU8KA296nhejw0TlWvVjj,us_bank_account,,e673db6f-abf4-47cd-a54b-39bb18bb1659,1786.26,0.00,,,
txn_3OioTvKA296nhejw1zQTGypi,2024-02-12 13:40:41,charge,py_3OioTvKA296nhejw1EcAZFba,us_bank_account,,393740dd-6296-4ca4-906c-e80bf8f87405,84.50,0.00,,,
txn_3Oioa4KA296nhejw16WIOmS2,2024-02-12 13:40:41,charge,py_3Oioa4KA296nhejw1SfQbvBu,us_bank_account,,8a1b5fa4-78fe-464c-8c39-9d491c9c43a6,13.94,0.00,,,
txn_3OioU2KA296nhejw0PfR3eod,2024-02-12 13:40:42,charge,py_3OioU2KA296nhejw04DC7GDf,us_bank_account,,0a89bfa6-947e-41ec-ac83-a1dafa55e9ae,3310.00,0.00,,,
txn_3OioU5KA296nhejw038vtYHZ,2024-02-12 13:40:42,charge,py_3OioU5KA296nhejw03Obeeho,us_bank_account,,f93021e5-d8d4-44e1-ab77-5c198a738b26,1204.00,0.00,,,
txn_3OioTzKA296nhejw01PWFRtV,2024-02-12 13:40:44,charge,py_3OioTzKA296nhejw0Y0kmlLO,us_bank_account,,b173dfe9-0aa2-4c42-bf78-1c295b5acf66,235.20,0.00,,,
txn_3Oj00zKA296nhejw0wriwxLW,2024-02-12 21:04:03,charge,py_3Oj00zKA296nhejw0XTT3ihj,us_bank_account,,6dd2f031-b4e4-4281-8ca9-d6248482ae9a,360.00,0.00,,,
txn_3OizahKA296nhejw117rwy5B,2024-02-12 21:22:33,charge,py_3OizahKA296nhejw1YtdMGVt,us_bank_account,,d7705d05-7bca-4990-bc45-5376fb387adb,2000.00,0.00,,,
txn_3OizadKA296nhejw0vpcPDWJ,2024-02-12 21:22:35,charge,py_3OizadKA296nhejw04GNgSuT,us_bank_account,,e68185c1-5a8f-43dd-ae48-71e2ea992d79,624.00,0.00,,,
txn_1OjKp6KA296nhejwj4R6gO84,2024-02-13 12:10:52,transfer,,,,,,,,,
txn_1OjKq0KA296nhejwEAvhpSrD,2024-02-13 12:11:48,transfer,,,,,,,,,
txn_1OjKqBKA296nhejwK3Ivm7w2,2024-02-13 12:11:58,transfer,,,,,,,,,
txn_1OjKqMKA296nhejwfQOThfVj,2024-02-13 12:12:09,transfer,,,,,,,,,
txn_1OjKqyKA296nhejwZN8IokSt,2024-02-13 12:12:48,transfer,,,,,,,,,
